x,y,Width (m)
-88.14182357,36.57619313,979
-88.14158297,31.86454795,270
-88.14100262,36.81232002,2644
-88.14097047,31.86631258,263
-88.1408322,37.60394349,751
-88.14008366,31.8698388,170
-88.13990905,32.83602141,282
-88.13946996,34.91365278,1505
-88.13942473,36.8108478,3140.5
-88.1390573,37.00880021,1382.5
-88.13887981,37.60071765,674
-88.13856391,31.87323537,190
-88.13812869,36.57802777,1050.5
-88.13796361,31.75046364,248
-88.137915,37.5991046,653
-88.13781659,32.8353137,230
-88.13683073,36.80600496,2631.5
-88.13669859,37.59762917,677
-88.13615066,34.91108698,1654
-88.13599029,31.87826516,189
-88.13535538,37.59615495,1147.5
-88.13517006,37.68660215,597
-88.13470271,34.90991027,1829
-88.13434165,37.46726752,1064
-88.13410411,32.83323288,179.5
-88.13395236,37.6879658,583
-88.13382969,35.38429577,369
-88.13372332,37.0166934,1302.5
-88.13348188,31.88518877,208
-88.13341018,34.90856979,1590
-88.13327385,36.79752046,2303
-88.13300562,37.01832276,1278
-88.13280699,37.68946395,611
-88.13259211,37.59320719,967.5
-88.13251568,32.83182393,148
-88.13216786,37.02008846,1323
-88.13209094,31.89223769,189
-88.13195129,36.57979215,932
-88.13182297,37.02725781,1971
-88.13178565,37.02550046,1680
-88.13176344,37.59159278,948
-88.13171276,36.79415499,2439
-88.13166682,34.90739579,1960
-88.13151364,35.38400836,393
-88.13139553,31.89589746,189
-88.13105938,37.58997718,949
-88.13089705,32.83055594,158.5
-88.13061093,37.69272968,686.5
-88.13028606,31.89942559,208
-88.1299451,36.78903367,2492
-88.12979944,31.75628936,429
-88.12968413,34.90648549,1593
-88.12936412,35.38381981,403.5
-88.12928569,37.03888287,1595
-88.12906447,36.58878721,576
-88.12890933,37.58486031,756
-88.12858514,36.59206016,1009
-88.12840316,36.78553275,2108.5
-88.1282724,32.82779248,117
-88.12806951,37.58324598,737
-88.12791465,31.75758349,416
-88.12774246,37.46833116,931
-88.12765046,36.58379752,592
-88.1271165,37.58163273,808.5
-88.12690638,36.60949598,1219
-88.12643793,36.59265998,927
-88.12605671,36.61126184,997
-88.12598349,32.82470122,129
-88.1259503,37.04144567,1457
-88.12577908,37.69872444,872.5
-88.12553983,37.46849509,882
-88.12534756,36.61302637,932.5
-88.12506603,35.38350828,379
-88.1250249,36.61478725,967
-88.12490554,32.82308733,135.5
-88.12479805,36.61830505,900
-88.1246459,31.9060598,210
-88.12438547,34.90319835,1636.5
-88.12421216,32.82146998,125.5
-88.12397283,31.75903829,366
-88.12304808,36.59479365,854
-88.12291755,35.38339302,360
-88.12271848,32.81810091,155
-88.12242531,31.90607944,195
-88.12195802,36.59980698,625
-88.121837,31.94821469,194
-88.12179722,32.81648559,117
-88.12138181,36.77667503,1814.5
-88.12124794,37.70289373,745
-88.12060647,35.38346085,360
-88.12043823,36.62767613,829.5
-88.1203604,31.90585538,210.5
-88.12005823,36.77141415,1995
-88.11976724,37.57034617,636
-88.11939049,37.70384151,778.5
-88.11876613,37.469247,714
-88.11844237,31.94188474,211
-88.11829557,31.90563644,184
-88.1180657,36.76250874,3293
-88.1178359,36.63256841,862.5
-88.11770823,31.9402674,202
-88.11680107,32.8105771,127
-88.11674907,32.01645891,151.5
-88.11656439,37.46947385,641
-88.11642119,32.01998,172.5
-88.11636907,32.04623161,150
-88.11608308,31.76147126,189
-88.11580122,32.02174456,170
-88.11541991,37.04798286,1551.5
-88.11528367,32.69490885,122
-88.11525605,32.01295385,150.5
-88.11519806,36.75591014,1789.5
-88.11488704,32.0113333,180
-88.11448298,34.89935816,1714.5
-88.11436225,37.46967491,586
-88.11420915,32.03055406,165.5
-88.11418773,32.02703605,192
-88.1138743,32.04138221,163
-88.11381017,32.03421107,150
-88.11355463,32.03597242,129
-88.11349447,32.03962645,151
-88.11327667,36.75241255,2151.5
-88.1129868,31.93900982,214
-88.11287702,32.00620896,170
-88.11261481,36.75079617,1808
-88.11238367,35.38596816,319
-88.1122302,37.56379279,534
-88.11215783,37.46972272,555.5
-88.11205377,36.74917884,1816
-88.11125456,31.94011655,192
-88.11064783,37.56245571,551
-88.11042049,35.3873263,254
-88.10995626,37.4699636,573
-88.10959222,31.76170969,180
-88.10954886,32.77018699,153.5
-88.109391,32.76680588,123
-88.10936171,32.00177432,169
-88.10907259,32.80442203,138
-88.10893015,37.56115234,510
-88.10872866,32.06070777,171
-88.10863082,31.95684792,169
-88.10845329,35.38839541,258
-88.10835651,36.7425878,1976
-88.10813997,32.802942,150
-88.10779409,32.68877841,101
-88.10760349,32.7734514,144
-88.10753021,31.7614557,185
-88.107404,36.63359433,983.5
-88.10736162,32.80132529,154
-88.10730229,31.94136377,189
-88.10724556,34.82170626,2800
-88.10721557,37.56005441,510
-88.10704327,31.95769945,160
-88.10698473,32.75451484,136.5
-88.10696332,31.99881832,169
-88.10685041,37.05027411,1388
-88.10655659,32.7492419,123
-88.10651296,34.81995459,2099
-88.10645993,32.77508511,150
-88.10633633,36.73949665,1931
-88.10571959,32.79809261,172.5
-88.10554977,32.70140833,132.5
-88.10550201,37.55902134,510
-88.10538078,37.47026402,598
-88.10526518,36.35372569,2370
-88.10523969,31.94139592,189.5
-88.10518013,35.39058931,296
-88.10511686,36.35900078,3064
-88.10487123,32.74587426,135.5
-88.10468986,36.35007997,3597.5
-88.10437584,31.90895942,218
-88.10409494,32.68722348,117
-88.10400398,31.75953588,159
-88.10387169,31.99630131,169
-88.10385391,32.06420278,151.5
-88.10378737,37.55791254,542
-88.10367481,32.77780666,169
-88.10362644,35.39195596,275
-88.10342246,32.7426398,152.5
-88.10320424,34.81552116,1398
-88.10265449,37.05174382,1889
-88.10244397,34.89526732,1484
-88.10233125,36.34719895,2794
-88.10224326,31.75636838,190
-88.10216465,32.68638354,129
-88.10207105,31.96150272,180
-88.10204177,34.8282278,1977
-88.10201366,32.77903899,166.5
-88.10195538,37.71091687,742
-88.10150424,32.73940946,129
-88.10112306,36.36917941,1976
-88.1010511,36.63517667,1235.5
-88.1007923,37.05128698,1879
-88.10074349,35.39468715,254
-88.10067247,36.72954324,2001.5
-88.1006196,32.79502565,203
-88.10056792,36.24180284,214
-88.10047923,32.06636108,160.5
-88.10034243,32.73779605,139.5
-88.1003017,34.89465425,1401
-88.10028412,37.7120573,735
-88.10016013,31.99451129,174
-88.10010904,32.77957889,151.5
-88.10008039,34.82875052,1374.5
-88.09991425,31.75138162,202
-88.09978714,36.72792884,2095
-88.09949866,31.93636684,192
-88.09931561,32.70195795,123
-88.09920427,31.74962857,170
-88.09917725,37.55391045,658
-88.09901631,34.86046423,2146
-88.09892261,37.05030918,1777.5
-88.0987628,37.4700914,675
-88.09862767,36.34533993,1828
-88.09861947,34.85870949,2102.5
-88.09848903,31.96353826,181
-88.09844294,31.99378283,171
-88.09837937,34.8118209,1129
-88.09832601,34.89422127,1370
-88.09818452,36.72469847,2740
-88.09808621,30.78728925,78
-88.09794163,34.85709254,2186.5
-88.09790711,36.27252355,2085
-88.09740312,32.70259476,125
-88.09715733,34.85534128,1685
-88.09700624,34.87644258,1725
-88.09697919,34.78866124,1632.5
-88.09688813,37.04959789,1445.5
-88.09681419,31.99278244,184
-88.09674178,36.2675309,3083
-88.09662845,32.79613533,150
-88.09660431,34.85358794,1522
-88.09638869,37.47013663,706
-88.09636449,32.68420897,161
-88.09627158,36.27578397,2151.5
-88.09620502,31.74302366,201.5
-88.0961653,34.87820849,1544.5
-88.0960459,30.78707966,78
-88.09593872,32.77908326,161
-88.0958081,31.90884029,189
-88.09574034,36.33866835,1727
-88.09569118,34.78218047,1419.5
-88.09565897,36.37205131,1671
-88.09551462,36.32595934,1140
-88.09538915,36.33677843,2064
-88.09533531,32.06941866,162
-88.0952611,34.85021864,1251
-88.09521133,34.8797049,1677
-88.09495945,31.93004613,159.5
-88.09468857,37.04913532,1931
-88.09458106,37.54989723,963
-88.09452931,36.63669841,1335
-88.09445635,36.33313592,2008.5
-88.09436882,37.71483786,773
-88.09404535,34.89327702,2269.5
-88.09395386,36.71838229,2153
-88.09389404,36.37338366,1389
-88.09386507,34.73039295,63
-88.09370538,34.77367709,1875
-88.09358416,31.73803928,184
-88.09346278,34.77895433,1145.5
-88.0934305,32.00353643,155
-88.09341225,34.84712438,1189
-88.09331158,34.77719733,1309
-88.09320491,31.92694893,171
-88.09311097,36.26310169,1637
-88.09309184,34.80881712,1008
-88.09303702,32.00529893,185
-88.09287815,36.7169048,2661
-88.09276896,34.88283776,1495.5
-88.09273338,36.31746566,1038
-88.09264136,32.79758503,115
-88.09260918,32.00015785,190
-88.09251409,31.99244838,205
-88.09236375,32.68300682,140
-88.09235525,34.76872073,1413.5
-88.09234855,36.63672615,1292
-88.09231928,36.30854462,1970.5
-88.09231653,31.71842847,184
-88.09226178,31.72018813,184
-88.09219733,31.9254691,171
-88.0921594,37.47091876,872.5
-88.09212641,31.73101505,180
-88.09205388,31.72560279,180
-88.09204896,31.72749734,184
-88.0919541,31.71477788,184
-88.09190856,36.26148997,1677.5
-88.09183417,32.70521771,150.5
-88.09180255,34.82959155,1884.5
-88.09176459,32.77827183,149
-88.09169209,34.72746921,63
-88.09164103,31.71302137,186.5
-88.09154446,35.40234433,339
-88.09148551,37.54722194,1122
-88.09141141,34.88609609,1229.5
-88.09127409,34.8077658,1076.5
-88.0910782,31.9238549,160.5
-88.09089544,36.71367781,2349.5
-88.09082848,34.8311873,2133.5
-88.09077012,34.84417246,1476
-88.09072891,32.79839546,129
-88.09058234,34.8913785,1682
-88.09045751,37.04816087,1872
-88.09030624,37.71632659,852
-88.09014887,35.40370938,381
-88.08992749,31.92224999,218
-88.08989003,31.70613491,189
-88.0896857,36.30167218,1562
-88.08959291,36.25826567,1376.5
-88.08932833,36.29450851,1711.5
-88.08930271,36.25488766,1250
-88.08919167,36.29978354,1652
-88.08915644,34.73399516,42
-88.08897929,32.79942454,138
-88.0889061,34.83634428,1414
-88.08887268,36.37702648,1690
-88.0884759,36.2908652,1826
-88.08834271,36.28207676,2250.5
-88.0882294,34.83810867,1804
-88.08818332,31.92144401,247.5
-88.08803518,34.7067748,48
-88.08801421,32.70692865,158.5
-88.0879485,32.00561331,175.5
-88.08786011,36.70883781,2314
-88.08775664,31.65053536,209.5
-88.08763154,36.28573432,2430
-88.08756529,37.54293179,1068
-88.08742549,32.72857299,129
-88.08736765,34.73502288,63
-88.08732154,35.40671024,524
-88.08722811,32.80032913,123
-88.08721453,36.37803683,1940
-88.08713925,31.69208484,214
-88.08702066,31.64891775,234
-88.08695327,31.69384563,182
-88.08666185,36.70722616,2271
-88.08660372,34.71206269,54
-88.08648816,32.77583901,150
-88.08635393,31.64716422,225
-88.08626218,32.70761674,159
-88.08620706,32.00427507,191
-88.08616815,34.69950676,63
-88.08612542,32.68311382,99.5
-88.08609245,37.54159337,1068
-88.08604124,31.64540767,223.5
-88.08601594,34.89436409,2078
-88.08598979,31.64188969,222
-88.08593472,34.69525009,63
-88.08582758,34.70395404,63
-88.08576588,36.70561174,2595.5
-88.08566329,31.63647951,186.5
-88.08557838,34.73601812,84
-88.08555694,36.37909042,1590
-88.08551997,32.72561288,148
-88.08533329,32.07021996,142
-88.0853012,34.69056801,54
-88.08524377,31.63485919,189
-88.08519553,34.69367993,42
-88.08493711,36.70399671,2270
-88.08483309,32.77459777,148
-88.08469015,31.63310468,189
-88.08467765,32.00095711,189
-88.0846093,35.40943952,614
-88.08456578,37.54012924,1106
-88.08452863,34.70247775,42
-88.08450115,31.68168744,192
-88.08440231,31.91236672,192
-88.08421659,37.71887032,805
-88.08415719,31.95883773,169
-88.08410369,32.7143951,138
-88.0840793,34.68895577,42
-88.08404399,32.68298621,107
-88.08399776,31.99928726,190
-88.08396081,36.38055992,2110
-88.08344322,36.63580301,1291
-88.08335303,31.68020864,192
-88.08333809,31.92443536,180
-88.08325918,32.06952247,135.5
-88.0831459,37.04406162,1251
-88.08301103,36.70076905,2345
-88.08289395,34.76467537,491
-88.08279384,37.53891971,1099
-88.08275021,31.99767411,169
-88.08271851,34.76295464,379
-88.08257308,31.65826582,237
-88.08235823,37.71981573,834
-88.08207064,34.75768532,1077
-88.08201822,31.92569153,183
-88.08180492,32.68305193,94
-88.08177487,34.75092502,262
-88.0814405,37.04274672,1236
-88.08140218,31.91501566,171
-88.08135422,35.41210868,508
-88.08109916,32.62823325,136
-88.08096922,32.77293025,189
-88.080966,34.75424604,1077
-88.08086834,36.69565031,2263
-88.08073936,31.67752435,212
-88.08070695,34.74945748,180
-88.08059631,36.38314883,2926
-88.08018074,37.47543277,1008
-88.0800281,32.62134198,128.5
-88.0798764,34.73852511,63
-88.07962961,34.89557903,1703
-88.07960831,31.60432366,262.5
-88.07942469,31.67604692,234
-88.07936746,37.53678792,1060
-88.0790855,36.63612845,1509
-88.07902249,34.74846068,330.5
-88.078627,31.62178882,233
-88.07827055,31.66198305,270.5
-88.07811481,31.92787177,186
-88.07809144,36.69094291,3042
-88.07803448,37.04044131,1492
-88.07792884,31.59963395,169
-88.07776374,31.95307996,233
-88.07771221,32.61824989,117
-88.07758645,31.66916097,240
-88.0774992,34.895862,1632
-88.07690974,36.63651516,1482
-88.07687819,36.39833822,2775
-88.07682286,37.47786456,935
-88.07679707,36.68946724,3211.5
-88.07669602,32.06544859,169
-88.07661308,34.74109687,84
-88.07643787,36.3948264,3765
-88.07634748,31.59851056,190
-88.07629237,36.40010141,2735
-88.0762725,35.41508617,550.5
-88.07604998,31.61883342,234
-88.07580042,31.60868618,246
-88.07562865,32.77477765,151
-88.07558062,32.6843322,108
-88.07552308,36.40173101,2814
-88.07537094,34.89631109,1612
-88.07527024,37.72397967,879
-88.07520744,36.6862364,2866
-88.075146,37.47923183,933
-88.07511131,34.75013641,217
-88.07491751,32.61556776,129
-88.07485028,31.93003747,171
-88.07474393,31.61031897,226
-88.07464225,36.40336162,2608.5
-88.0745799,32.64082991,151
-88.07430051,35.41587913,492.5
-88.07426494,31.9551935,170
-88.07423379,34.74395832,67
-88.07419629,31.96838303,195.5
-88.07377237,37.53116061,972
-88.07369551,32.61408987,151
-88.0736537,32.80387566,169
-88.07359491,37.03658755,1640
-88.07330008,31.93117823,159
-88.07325317,36.68287362,2338
-88.07312518,30.78314028,142
-88.07268836,31.95610354,183
-88.07261848,32.61261073,169
-88.07250613,32.64126,156
-88.0721477,31.98878813,170
-88.07212751,37.48169285,975
-88.07206712,31.93267714,180.5
-88.07189056,36.67950547,2259
-88.07183671,31.59451038,212
-88.07156032,31.97923456,189
-88.07134244,37.52807313,1026
-88.07111838,34.89752086,1640
-88.07107845,31.95727081,159
-88.07086511,34.74872205,254
-88.07057735,36.67600164,2296.5
-88.07046406,37.48305992,1073
-88.07042758,32.64129063,150
-88.07029042,31.96192078,243
-88.07013412,32.06143388,147
-88.06997765,34.7502177,310
-88.06991995,32.78212968,150
-88.06987279,37.72739241,1008
-88.06980216,30.78127296,128.5
-88.0696099,32.79975926,139.5
-88.06950448,31.97992462,181
-88.06941568,32.60999691,148
-88.06923444,36.6727685,2238.5
-88.06915785,31.98654004,169
-88.06900279,31.92291752,175
-88.06868327,31.59193856,190
-88.06846525,36.67101758,2811
-88.06822063,32.06202995,155
-88.06806693,36.66926333,2267.5
-88.06795229,37.0310949,1286
-88.06780348,32.60885242,127
-88.06760729,31.98060816,195
-88.06693538,31.9224993,175
-88.06650156,37.72969421,977
-88.06602497,32.68803085,150
-88.06588286,32.06479847,171
-88.0657281,35.4172895,414.5
-88.06564443,31.58978972,190
-88.0655492,32.79329946,123
-88.06551228,36.41749309,6119
-88.06495323,32.79168093,136
-88.06490065,37.73106062,967
-88.06480453,32.78816438,153
-88.0645456,37.02625798,1400
-88.06417774,32.64018531,153
-88.06390625,31.58893632,204
-88.06373852,35.41675705,314
-88.06365409,36.63644495,938
-88.06350393,37.73242517,939
-88.06339803,36.6536199,2816
-88.06311338,31.92126838,202.5
-88.06260069,37.02303039,1210
-88.06228679,32.06948739,138
-88.06219988,32.68929004,131
-88.06215586,31.58793323,195
-88.06214169,36.64849283,2512.5
-88.06206743,36.64308479,2431
-88.06205668,36.63578311,3251
-88.06205272,36.63956925,2590
-88.0620433,36.64132717,2535
-88.06174389,35.41583691,305
-88.0615917,32.60174477,132
-88.06130747,36.63416718,3466
-88.0610439,31.9206645,190
-88.06084721,36.63241344,4009
-88.06045477,37.02021019,1787
-88.06028878,32.69004587,122
-88.06019018,34.90304134,1484
-88.06002974,32.59851065,139.5
-88.05980782,36.62512091,2550
-88.05961328,32.5967552,166
-88.05954712,36.42504202,1763.378052
-88.0594219,30.77812804,97.5
-88.05936067,36.42680157,1843.51416
-88.05887784,36.42175754,6097.5
-88.05871708,36.43221618,1864.30542
-88.05862454,32.59500458,171
-88.05856407,36.43397543,1895.601318
-88.05839871,34.90416966,1519.5
-88.05836892,32.07354871,150
-88.05831544,36.43573553,2008.088745
-88.05824564,35.41363337,296
-88.05796444,32.6701038,147
-88.05771486,32.67348848,136
-88.05754586,32.59352531,212
-88.05714245,32.66835179,125
-88.056833,32.64278205,127
-88.0567834,32.67499369,164
-88.0564414,36.4519788,2162.96875
-88.05628891,36.61311772,2677.5
-88.05597263,36.45549872,2183.287109
-88.05583397,30.7747918,151
-88.05558057,36.45915318,2201.54248
-88.05545523,30.77127599,165
-88.05540916,30.76951691,157.5
-88.05533818,36.46091321,2187.679688
-88.05526628,30.76599918,238.5
-88.05504914,32.64604434,142
-88.05504627,32.66512215,155
-88.05496201,36.46456753,2179.244629
-88.05485834,32.69540454,192
-88.05481322,34.90623868,1632.5
-88.05461943,31.92308028,132.5
-88.05458232,35.41142576,300
-88.05426283,32.65146309,123
-88.05384998,36.60069919,2174
-88.05381916,32.07702364,184.5
-88.05370529,36.47526115,1738.259277
-88.05332487,36.59908121,2317
-88.05324767,36.47891617,1550.185791
-88.05306098,36.4806757,1407.785522
-88.05294053,31.58383246,178.5
-88.0528427,32.65661655,152
-88.05277128,32.66027034,121
-88.05268638,34.90683035,1874
-88.05261766,36.48433059,1313.50293
-88.0524166,36.48609025,1275.644043
-88.05232663,32.10131161,184
-88.05204192,32.07805521,169
-88.05199928,32.67901902,127
-88.05187982,36.59557828,2580
