x,y,Width (m)
-88.41598869,34.33225823,196
-88.41548001,34.07270148,1441.5
-88.41517832,34.33578439,189.5
-88.41424915,34.33741826,296.5
-88.41380222,34.23746459,127
-88.41338806,37.0523152,388.5
-88.41298766,34.34257276,266.5
-88.41246423,34.34636611,139
-88.41126918,33.42129452,189
-88.41060447,34.35355639,123
-88.40980612,34.35708237,121
-88.40970932,34.23345382,127
-88.40916743,37.14324757,152
-88.40856306,34.07709147,1204.5
-88.40831905,34.23211716,117
-88.40731917,34.36441508,693
-88.4069769,37.14351824,152
-88.40663728,34.07794317,1271
-88.40619611,34.36618638,761
-88.40601583,34.43408903,504
-88.40594606,34.43057309,528.5
-88.40569751,37.42024986,856
-88.40553647,37.14468906,171
-88.40533624,33.42086199,255
-88.40518919,34.42882341,641
-88.40483416,34.44086558,315.5
-88.40464072,37.05363595,438
-88.404451,34.42707352,678
-88.40435243,34.22783423,127
-88.40424608,34.08080211,1050.5
-88.40373486,34.08256642,997
-88.40367314,34.42545934,816.5
-88.40348941,37.42000957,794
-88.40299654,37.14746827,203.5
-88.40275394,34.22649989,127
-88.40248603,34.37650878,888.5
-88.40226499,33.41054328,122
-88.40194765,34.37813807,1297
-88.40161468,33.40879198,155
-88.40151397,34.09652424,357.5
-88.40143764,34.40803646,931
-88.40133785,34.22516344,127
-88.40127832,37.41960832,742
-88.40116761,34.09476972,693
-88.401068,34.40628231,839
-88.40101168,34.09301304,936.5
-88.40083192,33.39649027,151
-88.40059599,33.39825158,136.5
-88.4004872,34.44700212,254
-88.4004092,33.40001234,151
-88.40026784,37.05434564,459
-88.39996088,34.22382653,127
-88.39986483,34.38695386,735
-88.39959428,34.09965726,494
-88.39949717,34.39399161,476
-88.39941974,34.39223411,497
-88.39833442,33.38258448,142
-88.39792509,34.10305793,608.5
-88.39718994,37.41852107,630.5
-88.39672444,37.14727324,151
-88.39606593,33.37584595,189
-88.39562999,34.10984735,681
-88.39514161,37.41775212,571.5
-88.39477953,37.14626552,129
-88.39467024,34.11148145,925.5
-88.39443008,34.11675957,600
-88.39430732,34.11324404,782
-88.39326951,37.14518158,175
-88.39104191,37.41604288,494
-88.39087219,34.21378515,139.5
-88.39029009,33.36819972,169
-88.38933297,37.05599367,502
-88.38916034,37.41511864,450
-88.38882286,34.20853306,108
-88.38848862,34.20677841,115.5
-88.38808618,34.20502453,121
-88.38792551,34.45433346,105
-88.38741155,34.19962157,123
-88.38728974,34.19786451,120
-88.3871495,37.05651884,502
-88.38653242,34.19422093,142
-88.38635092,34.13051294,424
-88.38496637,37.05706456,469
-88.38492161,37.14731133,151
-88.38424673,34.18897141,137
-88.38387428,34.45620862,127
-88.3836773,37.41190578,384
-88.38337834,33.36137757,179.5
-88.38300449,34.13677292,257.5
-88.38209263,34.45709083,105
-88.38176957,34.18412979,189
-88.38165822,34.14733883,182
-88.38158305,34.14909813,180
-88.38116747,34.18237813,189
-88.38099796,34.1614139,198.5
-88.38095097,34.15424535,298
-88.38089129,34.15086437,307.5
-88.38077453,37.05847707,474
-88.38060369,37.18849013,97.5
-88.38042689,37.18673457,105
-88.38034293,34.15249373,391.5
-88.38031292,37.19214396,121
-88.38026546,34.17210811,242
-88.38007834,33.35920726,169
-88.37983614,37.18133339,166
-88.37953781,34.17901483,334.5
-88.37917992,37.17958341,161
-88.37895815,34.17739816,446.5
-88.37876474,37.05928463,462
-88.37764564,37.17635642,155
-88.37715073,37.40721226,384
-88.37692436,33.35693991,160.5
-88.37641906,34.4596292,120
-88.37566596,33.35551085,160
-88.3752669,37.17313922,146
-88.37492673,37.19749568,164
-88.37474552,37.0609267,418.5
-88.37416069,37.14999385,123
-88.37372058,37.40499168,759
-88.37248741,37.16830418,171
-88.37235593,34.46080849,123
-88.37153472,37.16669278,171
-88.37106282,37.06252868,328.5
-88.3703809,37.15126604,162
-88.36962458,37.16319963,189.5
-88.36900016,37.15293147,236
-88.36882966,37.16158638,189
-88.36836759,37.1546964,170
-88.36804602,37.15997301,205
-88.36582752,34.46102847,123
-88.3649793,33.33940389,714
-88.36478744,37.20169783,115.5
-88.36450355,37.06366793,360
-88.36317115,33.33852186,466
-88.36259796,37.20212993,134
-88.36230735,37.06350389,351
-88.36115518,34.46292012,881.5
-88.36023478,33.32450264,786.5
-88.35976536,34.46422327,850
-88.35827449,37.20124477,165
-88.35691346,37.40337956,829
-88.35610775,34.46586693,683
-88.3548932,37.40412378,768.5
-88.35461501,37.19931788,167
-88.35350248,37.06171184,305.5
-88.35213993,33.32207476,237
-88.35146976,37.06124828,339
-88.35084716,37.19717065,170
-88.34745231,37.19520472,159
-88.34707612,37.06083857,457.5
-88.34619516,34.46893806,546
-88.34583303,33.32062163,170
-88.34488338,37.06086345,465
-88.34427906,34.46962644,630
-88.34373934,33.32069583,158.5
-88.34275781,34.47090378,572
-88.34252196,37.06089021,420
-88.3410975,34.47220428,593
-88.34081108,37.41540657,618
-88.33997954,34.4736503,570
-88.33874774,34.47506148,530
-88.33762969,33.32159152,141.5
-88.33653821,37.41964607,586.5
-88.33494669,37.42115123,576
-88.33446273,37.18810855,150
-88.33375206,33.32092072,162.5
-88.33354041,37.42265427,586.5
-88.33242163,37.18735636,150.5
-88.33215048,34.48198675,484.5
-88.33180634,33.32012989,157
-88.33146714,34.76143515,120
-88.33130185,34.76319526,108
-88.3310875,34.48362146,349.5
-88.33085669,34.52528389,30
-88.3306024,34.52655809,30
-88.3302184,37.18699226,151
-88.33003112,34.7665905,108
-88.32937714,34.75442478,108
-88.3290749,34.48649284,251
-88.32882809,34.52720862,30
-88.32860303,34.51989806,545
-88.32808387,34.76985786,101
-88.3279138,34.51814719,545
-88.32778087,34.48798575,312
-88.32733416,34.77148908,97.5
-88.32724015,34.51639614,545
-88.32697906,34.48961758,132.5
-88.32668648,34.77325444,94
-88.32640146,37.05552817,426
-88.32615447,34.49138491,108
-88.32601524,37.42913646,576
-88.32582508,34.51303002,545
-88.32565713,33.31841894,300
-88.32529565,34.5279452,991
-88.32490111,34.49653838,121
-88.32481137,34.77841451,108
-88.32459747,34.53319697,957
-88.32452916,34.53143934,981
-88.3243653,37.05484786,408
-88.32422758,34.78017917,94
-88.32395919,34.53496225,830
-88.32387182,33.31757216,300
-88.32309995,34.74718941,108
-88.32298286,34.78357405,94
-88.32266331,34.53835777,1437
-88.3224942,37.4313589,553
-88.32211293,34.74557708,108
-88.3220856,33.31666223,258
-88.32167573,34.53999157,1268.5
-88.32119148,34.74396402,115
-88.32076438,34.54162454,1441.5
-88.32047791,37.43239091,603
-88.32030283,34.74235061,108
-88.31989354,34.79212857,101
-88.31980235,34.54488116,1501.5
-88.31941421,34.74073718,108
-88.31925024,34.79389385,108
-88.31888422,37.18630005,170
-88.31872722,34.56031227,1327.5
-88.31862737,37.43321014,618
-88.31845791,34.56396716,1200
-88.31817696,34.55504312,1304
-88.31793529,34.54801228,1350
-88.31782076,34.55328861,1527.5
-88.31774352,34.54977271,1577
-88.31758236,35.14447975,298
-88.31735752,34.80094754,108
-88.31706697,34.80270898,114.5
-88.3169805,35.1480027,292
-88.31670075,35.15341558,330
-88.31668421,37.18611592,180
-88.31660409,37.43384919,604
-88.3164586,35.15882806,332
-88.31643028,35.15707017,300
-88.31623089,34.73603771,117
-88.31594375,35.16775988,540
-88.31588197,37.05203085,368.5
-88.31523156,34.81693043,108
-88.31484877,34.73456483,122
-88.31471978,35.17494119,413.5
-88.31458342,37.43463961,684
-88.31431304,34.57320943,1102
-88.31394566,33.30896522,338
-88.31384645,37.05137739,378
-88.31293481,34.57457685,1208
-88.3126809,35.18199608,438
-88.3125451,33.26062908,81.5
-88.31228247,37.18564713,170
-88.31200425,35.18362636,410.5
-88.31195877,35.20675379,315
-88.31181162,34.73175723,127
-88.31176324,33.26218732,277
-88.31170147,35.20851476,283.5
-88.31141808,35.1320715,331
-88.31129051,34.57608237,1558.5
-88.31120587,33.26583818,1059
-88.31071923,37.43666362,936.5
-88.31055383,35.19784283,360
-88.31044921,34.7305546,127
-88.31027498,35.18878441,313
-88.31010925,35.19419602,360
-88.31008102,35.19243813,330
-88.30996282,35.21175242,334.5
-88.30982216,34.57629832,234.5
-88.30959036,35.13102372,321.5
-88.30932884,33.26883425,611
-88.30898212,34.55608888,511.5
-88.30891042,34.55449359,300
-88.30871357,33.30601712,228
-88.30834399,33.27046804,432
-88.30827141,35.21315021,593
-88.30788496,34.55771473,438
-88.30770857,37.18499079,179.5
-88.30745816,34.72788164,127
-88.30740204,33.27210138,223.5
-88.30721393,34.55341888,366
-88.30711152,34.58072598,1376
-88.30692811,33.30513221,192
-88.30669282,37.04736418,424
-88.30651679,34.57407223,234.5
-88.30631025,35.2141722,698
-88.3061,35.12894793,300
-88.30597364,34.72654502,108
-88.30539556,34.82580078,105
-88.30509565,37.04602971,403.5
-88.3050105,33.27713208,190
-88.30455686,34.55986553,753
-88.30443415,33.29406813,142
-88.30426937,35.12770895,339
-88.30413178,33.27890002,136.5
-88.30399929,34.56155256,382.5
-88.3037997,34.58297965,1687
-88.30345807,33.28053051,144.5
-88.30336873,34.54898021,196
-88.30322905,34.56318389,303
-88.30319165,34.58942444,1967
-88.30304592,34.57170714,234.5
-88.30290016,34.85628649,94
-88.30281829,34.56639971,235
-88.30269399,33.25872659,657.5
-88.30255684,34.85453189,97.5
-88.3023646,37.04322041,384
-88.30225797,34.58618821,1932.5
-88.30217626,34.86508566,93
-88.30198191,34.59295407,1111
-88.30154709,33.24943478,819
-88.30145209,34.87050351,94
-88.30131415,34.87226327,92
-88.30124399,33.24781452,549
-88.30122813,34.57048216,234.5
-88.30113178,37.04174667,391.5
-88.30099973,33.25119923,819
-88.30091011,34.87578415,94
-88.30075429,35.21712627,504
-88.30062967,33.24619751,270.5
-88.30048728,34.87930523,94
-88.30028867,34.84941656,101
-88.3001549,33.24457904,160.5
-88.30011455,34.72133274,127
-88.30006749,33.25472642,765
-88.30001811,34.88296206,93
-88.2998223,34.88472243,92
-88.2995293,34.83103027,87
-88.29941038,35.1051839,342
-88.29934312,34.8882441,94
-88.29922294,35.10166947,298
-88.29919533,35.11059609,330
-88.2991471,35.11762947,327
-88.29912077,35.10342878,300
-88.29908071,35.09626109,330
-88.29897813,35.11587306,330
-88.29894427,35.112357,353
-88.29886559,35.11411606,351
-88.29878733,35.21779657,532
-88.29874258,37.18441342,180
-88.29868573,34.89176768,94
-88.29857077,34.83266354,101
-88.29832955,34.6048957,825.5
-88.29808346,34.89353239,94
-88.29774473,34.60666028,910
-88.29765324,34.8445756,87
-88.29761787,37.03705295,366
-88.29750262,35.08924511,371
-88.29732117,34.89516355,101
-88.29712417,34.71865951,105
-88.29686135,34.83592786,104.5
-88.29672015,34.84296252,108
-88.29665132,35.21820202,535
-88.29586528,37.44050479,949.5
-88.29530635,34.89829583,96
-88.29512982,34.60952849,848
-88.29431996,35.08062327,371
-88.29405387,34.8996617,97
-88.29383475,37.03276767,404
-88.29263064,34.90102936,127
-88.29257463,35.07726068,372
-88.29226093,33.23914163,752.5
-88.29207663,34.71289715,97.5
-88.29198679,37.18461863,170
-88.29184721,35.07564546,308
-88.29168289,33.22829763,493
-88.29160487,33.18865927,152
-88.29155852,33.23005765,754
-88.29137046,33.12805254,170
-88.29121255,34.61362775,966
-88.29105788,34.71128488,104.5
-88.29101039,34.9023991,127
-88.29093046,33.13577939,169
-88.29091123,37.02982498,424
-88.2907943,33.2247894,233
-88.29061707,35.27244162,256
-88.29031701,33.23832303,1186.5
-88.29023275,35.27772024,291
-88.29008918,33.20056097,159
-88.29006537,35.21859698,450
-88.28986164,33.23318686,1253
-88.28920537,35.27921887,303
-88.28883576,35.26921476,324
-88.28870768,33.20762956,152
-88.28860676,33.22197105,417
-88.28857651,33.20966023,219
-88.28837153,33.23739619,1684
-88.28831474,33.22035063,384.5
-88.28826404,33.21155749,441
-88.28802988,33.1261119,249.5
-88.28787226,34.70090389,90
-88.28781149,34.6969821,90
-88.28778425,34.69522405,90
-88.28759784,34.90464442,94.5
-88.28755944,33.13794102,128
-88.28750939,34.69157504,114
-88.28742347,37.44260699,958
-88.28737301,34.68981815,90
-88.28725848,34.68806102,93
-88.28705872,33.18072438,105
-88.28658001,34.68089959,94
-88.28610916,33.12670898,219
-88.28587963,35.26664953,339
-88.28543036,33.17938833,127
-88.28511248,34.67564006,94
-88.28483694,34.62101704,1222.5
-88.28442235,37.02503879,424
-88.28413799,34.67402725,87
-88.28388531,33.13961864,127
-88.28368367,34.90631787,110
-88.2836229,35.21764276,325
-88.28320914,35.06543124,309.5
-88.28237813,33.12823433,180
-88.28221571,35.26436221,339
-88.28212981,33.14054046,112.5
-88.2817235,34.90696072,109
-88.28130809,34.62277645,1101.5
-88.28114531,37.02269459,360
-88.28087122,33.17564725,127
-88.28066938,37.18488058,180
-88.2803441,33.12831065,144
-88.28022378,33.14143493,127
-88.28005396,35.28417583,242.5
-88.27959976,34.9076439,108
-88.27943998,37.02155562,360
-88.27923793,35.06394038,344
-88.27847339,37.18492748,184
-88.2782501,33.12805256,142
-88.27779905,33.17309933,128
-88.27773162,37.02023278,381
-88.27739707,34.66719998,96
-88.27688381,35.26084815,339
-88.27654889,33.15079856,256
-88.27619398,37.01903247,424
-88.27615363,33.12762309,123
-88.27610922,37.1850225,170
-88.27580439,33.15608245,152
-88.27553842,33.15770864,169.5
-88.27525564,34.62999953,306.5
-88.27467661,37.01769671,519
-88.273914,37.18511566,192
-88.27363476,35.28503317,311
-88.27338428,34.90916219,94
-88.27319913,35.21501187,300
-88.27280501,35.06280499,399
-88.27271995,33.16450191,161
-88.27249386,37.01433997,438
-88.27225166,34.66130247,87
-88.27149108,35.2850686,333
-88.27066771,35.06287635,345.5
-88.27054042,35.25588384,339
-88.27019214,37.44638971,873
-88.26981073,37.00977168,2978
-88.26967768,34.6354951,258
-88.26940552,37.00626063,2978
-88.26937629,37.00450325,2978
-88.26928928,37.00274649,2978
-88.26898814,37.00085681,2978
-88.26875491,35.21535607,320
-88.26856432,34.65295494,94
-88.26849451,34.63875361,130.5
-88.267719,34.64227837,101
-88.26762239,34.64944804,94
-88.26749329,34.64403907,94
-88.2674086,34.64769191,97.5
-88.26736818,35.25334746,339
-88.26719559,35.28461779,308
-88.26715766,37.18529629,180
-88.26678506,35.21585457,313
-88.26658312,36.99872691,3667
-88.2650442,35.2841573,303
-88.26482315,33.08679089,155
-88.26438824,36.99851724,3805
-88.26425158,35.06281717,300
-88.26288907,35.28345465,312
-88.26259656,36.99740959,3340
-88.26242592,33.07991537,150
-88.26202809,33.1210476,151
-88.26183453,33.1192908,155
-88.26128872,33.07830339,150
-88.2611534,33.09058914,151
-88.26107369,35.218666,296
-88.26078282,34.91183246,101
-88.26021474,35.24638943,313.5
-88.25997669,36.99473328,3874
-88.25983213,33.07682992,169
-88.25909226,35.22354465,263
-88.25877513,35.22719958,263
-88.25865511,34.91227573,108
-88.25841732,35.24316225,332
-88.25840088,33.07562676,154.5
-88.25832775,33.1148617,155
-88.25774812,35.24141102,332
-88.25755715,33.11311071,155
-88.25740601,33.10959469,150
-88.25731912,35.23965729,342
-88.25724668,35.28122329,318
-88.2571807,35.23424892,313
-88.25695752,33.10594638,123
-88.25681948,37.4477881,941
-88.25669815,36.99217206,3326
-88.25652717,34.91270609,115.5
-88.2560197,33.09350913,153.5
-88.25525263,35.28026123,327.5
-88.25462154,37.44817842,932.5
-88.25440043,34.91321626,108
-88.25346376,37.18492433,152
-88.25287908,33.0737883,149
-88.25242487,37.44864594,988
-88.25109317,37.18463263,170
-88.25023003,37.44922542,1011
-88.24944132,35.27774273,318
-88.24889285,37.18441763,157.5
-88.24845713,36.98380043,3426
-88.24728973,35.27725101,299
-88.24690421,33.07550776,160.5
-88.24556242,34.91510024,108
-88.24514775,35.27738514,284
-88.24433069,37.18444117,150
-88.24345531,33.07783855,127
-88.2421341,37.18445264,123.5
-88.24187173,35.27957887,287
-88.24186376,33.07893674,121
-88.24029385,35.06666759,1642
-88.24003718,35.28473699,276.5
-88.23923868,34.93134108,645
-88.23921224,34.92958307,810
-88.2391858,34.92782506,720
-88.2391309,34.92417381,855
-88.23847227,35.06586929,2103.5
-88.23830426,34.93473191,684
-88.23811889,34.92093807,1062
-88.2378605,33.07995426,155.5
-88.23770767,35.28773623,290
-88.23703662,37.45126606,1253
-88.23630317,35.28923829,289
-88.23576467,33.07947511,121
-88.23504389,35.2906036,311
-88.23367237,33.07924716,123
-88.2334943,35.29197186,339
-88.23317958,37.18455005,151
-88.23281299,37.45223598,1134
-88.23268917,34.96265092,1169
-88.23233094,34.97983148,686
-88.23209261,36.97149981,2227
-88.23207514,35.06708987,1736
-88.23203011,37.0838576,130
-88.23183937,37.08736592,152
-88.23151678,34.96408566,1230
-88.23137336,37.08210674,150
-88.23097945,37.18434373,152
-88.23065137,37.08862575,148
-88.2304929,34.9766041,324
-88.23039678,35.29439273,339
-88.23018808,34.97484892,281.5
-88.22994381,35.06757006,1757.5
-88.22970666,33.02904799,428
-88.22913477,37.07915543,169
-88.22901999,33.02586186,304
-88.22889043,37.09008261,169
-88.22880219,34.9583352,678
-88.22878145,34.97161712,400.5
-88.22820407,33.03033454,227
-88.22810964,34.9436268,1323
-88.2279829,35.06844651,1726
-88.22785168,34.96824524,459
-88.22759905,37.07768407,159
-88.22730043,35.29690368,339
-88.2272581,34.94512318,1310.5
-88.22677752,37.03785171,152.7458191
-88.22672676,37.03609454,154.3478699
-88.2265696,36.96587825,2464
-88.22646531,37.03961263,152.7458191
-88.2263077,37.02541751,234.483429
-88.2260471,37.04137464,153.4089355
-88.22602101,35.06925983,1677.5
-88.22599029,34.94675901,1094.5
-88.22581688,33.03346974,122
-88.22548543,34.95624797,699
-88.22530538,37.04489768,153.2713013
-88.22425589,37.04659184,151.6642456
-88.2242073,33.02238254,123
-88.22408533,34.95489334,770
-88.22397013,36.96306569,2541.5
-88.22335082,33.07659794,139.5
-88.22316474,33.03836629,129
-88.22283083,37.02031551,414.4402008
-88.22273124,36.96145596,3162.5
-88.22261072,37.07178653,129
-88.22227665,33.02213089,129.5
-88.22209415,35.07068803,1680.5
-88.22194777,37.04939414,152.4650116
-88.2218614,34.98877372,562.5
-88.22157232,33.07581445,117
-88.2201838,33.02176224,189
-88.21997206,37.45515819,670
-88.21965667,33.04489467,394.5
-88.21892196,37.06330649,152
-88.21848167,35.30286789,366
-88.21838554,36.95730916,2890
-88.21809125,33.02141417,203.5
-88.21799035,35.07128963,2270
-88.21785444,33.07422552,139.5
-88.21777343,37.4555311,670
-88.21759346,34.98911416,562
-88.21712827,37.0534999,162.3540344
-88.21667871,35.30365603,360
-88.21660546,33.02003064,206
-88.21646076,37.09632208,108
-88.2164178,37.05661694,162.809433
-88.21634381,33.0461833,323
-88.2159151,33.07342368,146.5
-88.21584706,35.07097623,2052.5
-88.21571897,37.09808736,123
-88.21570384,37.11755713,136.5
-88.21557394,37.45585247,685
-88.2154605,34.98935322,543
-88.21535005,37.09984882,137
-88.2152346,37.11918441,153.5
-88.21488678,33.01493332,170
-88.21440946,37.01456103,2209
-88.21424977,33.04576819,323.5
-88.21402133,37.17990376,174
-88.21370672,35.07086114,1674
-88.21292715,37.12623872,156
-88.21271932,36.94776733,3591.5
-88.21220973,37.01406716,2374
-88.21212015,37.12786943,150
-88.21183923,34.99120051,441
-88.21141088,33.07306841,123
-88.2100787,34.99218286,435
-88.20992863,37.1782691,136
-88.20925645,35.07028473,1662.5
-88.20858459,36.94145464,3200
-88.20847088,35.3064252,320
-88.20828304,34.99301406,490
-88.20801103,37.13210274,127
-88.20789099,37.17764091,125
-88.20727692,35.06991674,1329
-88.20677979,37.4573873,700
-88.20662622,37.13351397,139.5
-88.20632954,35.30665911,321
-88.2060276,36.93647789,3036.5
-88.20594289,37.01226772,2775.5
-88.20589153,33.04540732,343.5
-88.20573457,32.91893623,180
-88.20545124,33.01476196,150
-88.205289,33.05856355,245
-88.20500512,33.06005451,237
-88.20484566,36.93486737,2822
-88.20474906,32.92686319,317
-88.20457577,37.45743296,727.5
-88.20412788,35.35718511,369
-88.20386194,33.06152671,286.5
-88.20364859,37.17649429,123
-88.20362061,37.13637483,144
-88.20325511,35.35367747,371
-88.2031748,35.36098143,256
-88.2029019,32.92761081,190
-88.20239691,37.13758967,150
-88.20232048,35.3627481,251
-88.20220642,33.04706099,756
-88.20182729,35.36437593,284
-88.20175095,35.35031134,405
-88.20144296,37.17592178,129
-88.20136439,35.3661387,313
-88.20108288,37.13893341,171
-88.2009594,33.0694287,469
-88.20094422,33.04859383,197
-88.2008608,37.00859653,2855
-88.20069681,35.36979691,379
-88.20060294,34.99606399,699
-88.20049058,33.07119201,607
-88.20037609,33.06591672,474.5
-88.200237,35.37155964,389
-88.19978836,35.34708498,423
-88.19967035,37.14043884,151
-88.19936725,37.17501441,155
-88.19886214,35.34547125,438
-88.19863945,34.99666949,699
-88.19854952,35.06483676,1400
-88.1985244,32.93145272,345
-88.19820338,35.30382248,279
-88.19816412,37.00578442,2612.5
-88.19796896,35.34385717,453
-88.19780076,33.01732405,137
-88.19767706,37.17426535,146
-88.19734097,35.01358872,2559
-88.19721066,35.37821659,366
-88.19712921,32.93284611,445
-88.19700539,35.01183377,2451
-88.19694752,37.0041742,2756.5
-88.19678976,35.34224593,432
-88.19668721,36.9244035,3040
-88.19651228,34.99732422,699
-88.19637603,35.3029696,279
-88.19621249,35.02414943,2456.5
-88.19597819,37.00256147,2790.5
-88.1958761,36.92278915,3071.5
-88.19560667,32.91412037,330
-88.19554613,33.01685185,155.5
-88.19529359,35.0257815,2415
-88.19522215,32.93324319,375
-88.19506431,37.14468369,138
-88.1947683,37.00108637,3057
-88.19443978,34.99797324,699
-88.19435465,35.06068539,2051
-88.19422505,35.38105379,339
-88.1940907,35.00131287,2338
-88.19387571,35.02917673,2494
-88.19366893,32.91315858,190
-88.19357793,33.01618263,159
-88.19339877,36.99974806,3265
-88.19334424,35.05907233,1880
-88.19325642,35.33768256,405
-88.19306665,35.03621773,2502
-88.1928754,35.05731869,1918
-88.19285584,35.03270328,2561
-88.19274654,35.03811439,2441
-88.19230857,35.03987695,2201
-88.19219161,35.33620538,384
-88.19211007,35.05380971,1895
-88.19186637,35.04339781,2259.5
-88.19183479,36.91848683,3249
-88.19145811,35.04516008,2210
-88.19106743,35.33472877,384
-88.19090888,35.04692373,2266.5
-88.19079548,35.05044136,2047.5
-88.19065152,33.01351631,206.5
-88.19056147,37.16729741,150.5
-88.18934542,37.15037811,117
-88.18916066,34.98905337,2139.5
-88.18897683,37.45768108,879
-88.18881842,35.38397969,300
-88.18832118,36.99584011,3091
-88.18826839,36.91654669,3544.5
-88.18820581,34.98757495,2141
-88.18811383,35.32988904,321
-88.18803177,32.90422324,205
-88.18782325,37.16042945,151
-88.18755446,37.15867448,122
-88.18734851,32.90247089,175
-88.18725003,37.15340454,156
-88.18703628,34.98609862,2154
-88.18645663,36.99517551,3086.5
-88.18615934,35.32639187,394.5
-88.18561125,32.89910498,202
-88.18538852,36.91180705,3082
-88.18514564,35.32477888,384
-88.18469001,36.91019149,2863.5
-88.18442481,36.99459187,2536.5
-88.18426397,35.32316458,345
-88.18366316,32.89411749,189
-88.18355833,35.32154855,318
-88.18317592,32.887222,219
-88.18290917,36.9031783,2815
-88.18283407,32.88884879,189
-88.182737,35.38595983,270
-88.1826754,35.30397535,293.5
-88.18257217,35.31804184,291
-88.18251652,36.90142447,3041
-88.1822783,33.0093928,183
-88.18207391,32.87519105,175
-88.18201717,35.30560472,262.5
-88.18192177,35.30736384,270
-88.18181128,36.89967375,3242.5
-88.18157117,32.87343694,219.5
-88.181293,35.31102161,360
-88.18064166,36.89806285,3055.5
-88.18055359,34.97655894,2113
-88.18036107,37.45982505,912
-88.18005918,31.81872992,189
-88.17929673,34.97508337,2090
-88.17925179,31.82032875,210
-88.17890303,31.8118394,190
-88.17883517,32.87103644,268
-88.17867701,36.89510772,3142.5
-88.17840338,33.00780592,128
-88.17816701,37.46051136,912
-88.17794787,36.89335721,4101
-88.17782661,36.99301958,2444
-88.17766401,31.82159379,212
-88.17762064,36.8914675,3270
-88.17754741,36.88795275,3208
-88.17690256,32.87037816,256
-88.17662377,33.00680349,162
-88.17614098,37.46109937,898
-88.17593495,31.82271939,174
-88.17584136,34.96862477,1942.5
-88.17551708,36.99253254,2412
-88.17486029,34.96687599,1785
-88.17480342,36.88108414,3095
-88.17461381,31.80348931,191
-88.17420083,31.82344808,181
-88.17382029,36.87960654,3074
-88.1736013,36.99301379,2728
-88.17350796,32.86826875,192
-88.17296644,32.93561882,176
-88.1726886,33.00272759,156
-88.17253002,32.98865849,184
-88.17247028,31.82446179,169
-88.17229508,34.96189643,1451.5
-88.17220211,32.93710071,276
-88.17197488,32.99732253,123
-88.17191785,37.46218816,812
-88.17190049,32.99042323,170
-88.17159593,36.99341218,2264.5
-88.17151154,32.98528569,129
-88.17139763,31.79891811,171
-88.17066578,32.94226986,281
-88.1703215,34.9586694,1196.5
-88.16972015,37.46265029,769
-88.16963072,32.95139845,443
-88.16945571,36.87329464,2919
-88.16928576,32.98205949,177
-88.16897625,32.97516237,152
-88.16889347,32.97340431,170
-88.16870795,32.98044137,166
-88.16829448,32.86273791,192
-88.16812538,36.86992744,3132
-88.16795769,34.95571659,1229.5
-88.16774985,35.38882854,533
-88.16752242,37.46311239,716
-88.16713692,31.79273257,203
-88.16689278,32.97017595,123
-88.16637359,34.95235049,2106
-88.16625052,31.79111687,189
-88.16560988,35.38931806,460
-88.16548837,31.83388455,276.5
-88.16507503,32.86090857,284
-88.16486113,36.99391114,2100.5
-88.16436595,31.83538333,311
-88.16405323,32.95437293,212
-88.16391886,34.94736968,1297.5
-88.16374921,32.96790527,187.5
-88.16316233,34.94575389,1313
-88.16300047,31.83688432,278
-88.16293782,36.85632194,2905.5
-88.16227566,34.94400409,1350
-88.16189024,31.83851828,245.5
-88.16092135,37.46399893,580
-88.16090552,32.86079271,353
-88.16066898,36.99535194,1985
-88.1605088,31.84719125,232.5
-88.16027766,31.76870841,219
-88.16021219,34.94077773,1348
-88.15958422,32.95834192,180
-88.15941154,31.85071953,263.5
-88.15881888,32.86058914,278
-88.1587319,32.96470484,212
-88.15841004,32.95971994,122
-88.15800687,34.9357944,1713
-88.1576625,32.96146767,170
-88.15727369,34.93404309,1560
-88.1570466,32.8599038,235
-88.15687847,36.84502326,5248
-88.15587725,37.63367521,700
-88.15577246,37.64070637,660
-88.15561804,32.85852615,239
-88.15556188,37.64435869,641
-88.15547356,37.64963214,765
-88.15544633,37.64787488,667.5
-88.15519008,37.65328517,904.5
-88.15510411,37.63016772,743
-88.15477421,32.85691037,250
-88.15470406,35.38892819,313
-88.15445953,36.99716764,2124
-88.15414985,34.92933893,1641
-88.15403397,37.66208412,1025
-88.15270512,32.85002928,404
-88.15262474,36.83884482,2673.5
-88.15248788,37.66547909,976
-88.1521115,31.85692029,270
-88.15173771,32.84462628,386
-88.15144027,32.84287015,350.5
-88.151054,31.75891375,212
-88.1504772,34.92491039,1570
-88.15014062,36.83386602,2866
-88.14916068,36.56641936,291
-88.14904231,37.61846493,771
-88.14812042,36.56818722,295
-88.14801877,34.92195806,1630
-88.14744342,37.67363993,892
-88.14733469,36.57324293,790
-88.1471829,37.46400693,642
-88.1465732,31.75516519,169
-88.14642717,31.85880296,256.5
-88.14632351,37.61375954,872
-88.14537662,34.91900741,1548
-88.14519642,36.82201503,2406
-88.14498432,37.46442484,671
-88.14469438,31.85971348,254
-88.14395203,36.81675371,2474.5
-88.14382908,37.60878152,751
-88.14337365,31.75255249,212
-88.14311101,37.00254163,2553
-88.14278516,37.46480665,656
-88.14259112,35.38491263,291.5
-88.14232746,36.81365943,2686
-88.1421127,37.00417374,1736
