x,y,Wavelength (m)
-86.74403998,37.28184682,124463.9036
-86.74379758,31.27189797,384152.6036
-86.74311165,33.83096106,425975.7141
-86.74307206,35.09848541,259500.7291
-86.74255896,36.1620851,59387.69295
-86.7423474,34.56499913,64852.89764
-86.74195327,35.57950428,81561.05983
-86.74160534,33.83232701,53186.11395
-86.7411198,35.10172747,81696.20114
-86.74071934,34.56621312,140948.4832
-86.74046076,33.8355715,366525.054
-86.74036814,31.2736776,452420.3637
-86.74022266,37.89971418,8781.881058
-86.74011145,31.19478898,452013.8413
-86.74002974,33.83922333,133395.9377
-86.73954354,32.3930996,81078.71506
-86.73915404,34.56756249,612845.4775
-86.73876698,37.89835901,366595.3401
-86.73847526,31.27439559,612694.1264
-86.73828923,32.3944592,668940.688
-86.73811165,37.28356454,242045.0502
-86.737757,34.56877694,678063.1115
-86.73740088,31.19244783,59808.94726
-86.73723273,35.10604739,133954.1503
-86.73667562,32.39577294,435819.8128
-86.73645867,31.19102931,242033.9857
-86.73632067,34.56999128,553491.7705
-86.73605142,36.16310774,59839.08844
-86.73597045,35.1075325,124775.1514
-86.73591042,37.28397687,436657.5177
-86.73462825,31.18498922,383023.4918
-86.73448196,33.84323404,488870.5965
-86.73363002,35.57656842,286294.7015
-86.73344121,31.27141674,378.2781986
-86.7331221,35.57996653,9152.633097
-86.73268681,31.18919761,193299.4328
-86.73237331,33.84353613,297182.7086
-86.73218509,33.8588231,286743.6271
-86.73140335,31.26768608,288249.5365
-86.73129332,31.2694453,428685.2263
-86.73127085,35.11861337,737202.7224
-86.7310245,37.89181974,195.8217108
-86.73094269,35.11685429,448805.9181
-86.73086203,33.86014602,195.8218109
-86.73061455,35.1150952,140890.4001
-86.73044139,35.12578023,240672.5956
-86.73031706,37.27708402,303437.9605
-86.73019836,32.39996312,239091.7308
-86.73014443,35.12929628,242830.9096
-86.73005867,34.58134032,60802.82401
-86.72955609,34.58309772,242662.4264
-86.72923836,32.40147662,111280.611
-86.72919458,35.58274388,304229.7736
-86.72908479,35.13440668,188463.0898
-86.72898524,37.27572888,61191.16022
-86.72896203,34.58471965,380138.8228
-86.72891369,33.86089935,81937.23207
-86.72840105,33.84866833,288601.9179
-86.72820811,31.26835607,287059.6038
-86.72804589,31.26997983,332.0040848
-86.72771847,31.26537364,368228.4814
-86.72742531,34.57781743,480638.3656
-86.72704139,35.58300179,79721.45485
-86.72696526,33.86167069,489614.6749
-86.72689926,31.18473845,288345.1947
-86.72685468,31.27143359,378967.4117
-86.72509872,34.58904506,430216.9877
-86.72491888,35.13612086,367471.216
-86.72471888,37.89008006,61871.03272
-86.72430968,34.58032646,68797.21941
-86.72410881,37.27206695,79732.43369
-86.72395418,33.8640811,677665.4427
-86.72297995,31.18452255,162474.2283
-86.72282603,32.40455695,677499.5015
-86.72267053,37.27057628,242347.7883
-86.72263727,34.58159422,123183.4255
-86.72253955,36.16400581,367231.1732
-86.72174777,31.28271555,255696.9688
-86.72127196,33.86705136,10916.22244
-86.72113243,31.1846539,80554.41313
-86.7210041,34.59068066,676912.4673
-86.72094126,37.26543424,378619.8201
-86.72047799,31.1894965,122579.8897
-86.72037046,36.1642854,674.1600807
-86.72029788,31.18344045,64438.44589
-86.71991375,35.58542764,676881.6628
-86.71972647,37.26394406,357573.0154
-86.7195638,32.37330928,236547.589
-86.71947541,35.13901064,166629.2307
-86.71921836,33.87015828,306311.385
-86.71904645,32.38738124,80257.23969
-86.71903979,34.59111803,195.7952811
-86.71891798,32.38914009,247067.3985
-86.71890186,32.37168398,195.7814656
-86.71873482,32.39089881,132221.1627
-86.71857376,31.1839265,195.6953688
-86.71820534,32.39265677,299201.7258
-86.71813212,33.87168904,195.7971832
-86.71808595,32.39441564,139843.1848
-86.71797686,35.127916,134034.7219
-86.71761009,31.19036675,303901.7525
-86.71750083,32.39793259,134622.0038
-86.71729029,32.39969125,244215.2708
-86.71691125,34.59174566,305206.3549
-86.71683262,35.14139405,379301.5155
-86.71659767,31.18443776,235995.4422
-86.71653542,37.26136748,438219.6683
-86.71634345,35.12101401,676335.3943
-86.71622786,31.18577105,437560.442
-86.71556343,31.19035966,489352.9817
-86.71512554,35.58168357,675688.7307
-86.71505813,37.26014704,49972.14113
-86.71496353,35.13277824,297000.9578
-86.71478342,34.59215425,308239.8293
-86.7144091,32.36382541,80061.93907
-86.71411654,33.8729489,308420.2692
-86.71403584,35.13439915,376881.9702
-86.71391204,37.25852176,60996.405
-86.7138215,34.58646163,186789.5643
-86.71330835,35.58057023,297062.1429
-86.71298777,37.25500406,49306.72447
-86.71279507,35.13764241,121127.6775
-86.71235563,36.16690059,140698.7521
-86.71216766,33.8737298,7387.793752
-86.71203644,36.23326597,447370.5638
-86.71174432,37.89250957,72609.79348
-86.71148565,35.58100408,184902.8791
-86.71137362,36.23150634,73349.2023
-86.71056211,36.23990816,180.8970349
-86.71045599,36.22988132,7995.993691
-86.71042996,36.16807926,262203.4763
-86.71021887,33.87447819,120468.9052
-86.7101948,37.2502649,190092.8295
-86.70966054,35.58210332,296391.1395
-86.70956443,34.58775017,71748.90761
-86.70883226,36.22663178,633.5721584
-86.7083996,34.59344162,261768.2823
-86.70810815,33.87513805,367481.9781
-86.707983,37.89457329,261376.5415
-86.70761024,36.22311273,72267.00117
-86.70751867,37.24539075,181994.3424
-86.70743639,34.58823721,113980.7166
-86.70732699,36.22148923,181421.9997
-86.7065724,36.21797131,256934.2896
-86.70640915,33.91341979,5131.862302
-86.7062948,36.17187122,4182.723735
-86.70615942,33.87584592,554509.8043
-86.70606387,31.19064768,260544.5302
-86.70577741,36.21634655,437480.3908
-86.70572135,35.12058292,4772.463224
-86.70483245,36.17347498,309075.8112
-86.70469071,37.89704547,251047.6801
-86.70455336,33.91828562,447520.9333
-86.70437161,33.87691491,185488.0289
-86.70385692,35.58454531,4785.832152
-86.70353083,33.91990658,184360.3833
-86.70342168,37.24067523,74412.05088
-86.70318328,34.58835835,370598.8247
-86.70295402,33.91154458,377911.5642
-86.70280114,31.19353653,252143.6966
-86.70249002,36.17657958,437684.8598
-86.70227563,35.12530854,65798.50925
-86.70221095,35.58550422,124657.1925
-86.70171849,36.24511803,184212.9323
-86.70139369,37.24030957,184205.8435
-86.70126715,37.89985971,295226.9745
-86.70105732,34.58825267,447595.1724
-86.70096884,33.87906226,75352.79712
-86.70084531,33.91135007,4861.118276
-86.70083799,33.92273022,255928.4371
-86.70076012,36.21038382,75386.85961
-86.70057143,34.59993881,120444.8089
-86.70031502,35.12841465,175845.1271
-86.69986535,36.17957524,340.07786
-86.69955745,35.1314696,251122.8446
-86.69901699,33.92371066,60512.79321
-86.69893233,34.58787642,254190.6211
-86.69884796,36.20713341,60669.14956
-86.6987049,35.13287417,428590.4428
-86.69810067,32.35705757,119405.6497
-86.69799762,36.20550847,251544.0108
-86.69784655,34.61670553,176669.872
-86.69753475,34.61846326,361.5056457
-86.69745256,34.61345809,181106.3827
-86.6973769,36.24536214,381288.6769
-86.69723178,31.18829929,4617.391418
-86.69718068,36.20388359,300225.4179
-86.69704335,33.88525777,179937.5277
-86.69680742,34.58748467,79588.27535
-86.69643402,34.60020814,77991.37608
-86.69632388,33.88687943,178340.2258
-86.69620805,36.20225832,139019.6047
-86.69609516,35.13570807,2117.818106
-86.69555865,36.18323372,118547.4412
-86.6952132,36.20063298,116430.1292
-86.69517804,35.13732886,253505.2516
-86.69496113,33.92336698,61258.29177
-86.69468274,34.58703878,1311.482755
-86.69451632,33.91158578,4115.572355
-86.69448193,34.62400943,79682.56343
-86.69437138,34.62738315,252476.6066
-86.69427808,32.35598386,174953.2089
-86.69411829,36.19900738,426219.4542
-86.69389248,36.18476084,253456.3016
-86.69319325,33.9221811,6793.937936
-86.69303456,36.24579155,369619.502
-86.69292886,37.24251439,563278.4429
-86.69274987,31.18579835,117599.7918
-86.69266707,36.18610232,748064.6036
-86.69258221,37.90574628,176615.1131
-86.69251033,34.59954902,617873.3799
-86.69236725,32.35532066,110647.187
-86.69190185,35.59350507,253195.8315
-86.69158051,34.62980711,66121.55887
-86.69144147,36.18748242,2860.784327
-86.69102117,34.60410836,254839.5805
-86.69092989,33.89822999,380448.4295
-86.69085845,31.18649761,78205.27771
-86.6907064,34.60075674,302047.6673
-86.69061047,33.89982555,250055.8596
-86.69045706,32.35447701,78219.88363
-86.69038372,34.60248351,172712.4312
-86.69027891,33.90597208,76229.10572
-86.69009149,33.91770894,254551.9547
-86.68998167,36.19264073,259030.766
-86.68903245,36.24461125,253411.4147
-86.68885282,33.91621768,185130.1595
-86.68882033,37.90765616,173943.8768
-86.68854681,32.35366039,369811.6775
-86.68830919,34.58559654,360224.3866
-86.68810857,35.58959631,74666.26233
-86.68740384,33.91486116,170.8915884
-86.6872094,35.58806118,1541.456854
-86.68676649,33.90101408,49289.58701
-86.68664474,35.14528731,172318.5505
-86.68647644,32.35305729,62383.63851
-86.68634914,34.58488811,173693.9651
-86.6860506,33.91336958,189506.5967
-86.68595214,36.28724705,303080.654
-86.6857961,31.1907622,4970.084558
-86.68536767,36.24260022,489448.9836
-86.68530184,35.58753712,185598.7794
-86.68522765,37.9098548,78042.27089
-86.68484902,36.28859956,618626.1697
-86.68440536,32.35266678,265265.2535
-86.68415339,33.90569214,129290.4876
-86.68394727,31.19123589,138292.0228
-86.68370974,35.14798484,567608.5406
-86.68350653,36.29012684,138976.4423
-86.68271592,33.89954392,438283.4391
-86.68249126,32.35297772,81343.52261
-86.68204989,34.63026188,436054.9706
-86.68191733,36.27010826,178769.0182
-86.68158748,36.23616394,182743.0958
-86.68129496,37.91170991,6352.680347
-86.68110183,36.29323078,186717.7194
-86.68078225,36.23440377,438537.1183
-86.68057535,32.35380284,560932.9694
-86.68028044,31.19548022,311234.9393
-86.67991561,35.14966108,564560.6504
-86.67956532,36.26699163,49022.26453
-86.67949687,35.59003356,125608.013
-86.67943185,35.13864081,112361.6164
-86.67937158,34.58067661,308751.6113
-86.67924516,37.91219104,62308.21463
-86.67909093,35.14039826,309128.1716
-86.67896433,35.13525813,137385.247
-86.67814806,33.90625124,1501.826208
-86.6781209,35.1487492,258416.3865
-86.67795002,36.22763451,136561.0514
-86.6776128,33.92200602,782.9893088
-86.67737803,36.22060083,255683.867
-86.67736618,36.21884277,558485.648
-86.67726122,31.20366185,558724.8938
-86.67712753,31.19975461,563325.1192
-86.67693214,36.26407434,376047.2783
-86.67686829,34.57782933,263354.7938
-86.67671771,33.8983288,181683.8223
-86.67664951,36.20991541,256934.3211
-86.67634932,36.20639852,428880.1457
-86.67593994,32.35723713,195.8982969
-86.67570819,36.20463874,438781.776
-86.67545224,36.29886286,6487.006034
-86.67526707,36.26291224,191977.4763
-86.67514842,34.57430774,261825.3918
-86.67488538,33.91090549,993.94433
-86.6748234,34.56537903,73262.56082
-86.67479828,34.56903126,602.2937003
-86.67469332,34.5707895,74045.75976
-86.67460383,33.90386993,296899.1854
-86.67451448,37.23786806,2529.878376
-86.67397106,33.92659611,1678.230493
-86.67390296,37.22279233,253229.7928
-86.67368596,36.20138763,296606.6295
-86.67365175,34.55834183,253049.2101
-86.67351046,33.9282183,71955.67272
-86.67309652,33.91195598,252868.2874
-86.67279171,36.19976238,616.9236449
-86.67275082,33.91749787,6714.120519
-86.67266279,36.26007608,368870.4226
-86.67254339,37.2311021,108485.9337
-86.67246054,37.23461734,75835.79092
-86.67241872,37.91234348,115380.9165
-86.67209771,36.19813768,184111.333
-86.67175677,36.25845081,251784.4254
-86.67151017,33.93633005,74364.47571
-86.67135991,35.59042641,251618.5471
-86.67117626,36.19664758,488756.2052
-86.67114604,31.1998748,6698.992114
-86.67079513,36.25682537,437512.1632
-86.67044303,35.13009545,73829.53912
-86.67030925,35.59360637,309676.4484
-86.67020208,37.9119536,489261.22
-86.66989113,31.19851816,444991.5473
-86.6698543,33.9145448,373548.7616
-86.66962428,34.55414842,265607.7732
-86.66959803,36.30052911,67845.74722
-86.66848053,33.9446825,130323.4378
-86.66830383,35.1298191,257070.8345
-86.66827808,36.25397853,233219.9228
-86.66763798,37.22485973,5136.178654
-86.66742792,36.3001174,180859.3753
-86.66715801,35.60017975,438049.1196
-86.66702167,32.3650732,64455.34458
-86.66646073,36.17918932,243453.7136
-86.66619923,34.55204512,116813.1552
-86.66599876,35.12984369,373968.5797
-86.66576764,37.91144666,438250.1287
-86.66548938,31.19299381,179420.0134
-86.66525787,36.29969663,555439.2313
-86.66514208,36.18256649,14152.99999
-86.66496545,36.17255865,7735.745162
-86.66480447,36.25205756,423549.9793
-86.66442244,32.36776185,72743.57906
-86.66427062,35.59859386,243061.4572
-86.66424066,34.55121009,195.7835679
-86.66408083,35.59683511,116007.4366
-86.66378643,35.59331785,490262.9499
-86.6637539,31.19274825,251759.9531
-86.66363592,37.85490565,741435.7029
-86.6636098,37.85314802,391.4140638
-86.66328166,37.85138953,172970.9788
-86.66325467,36.29933039,782.5706382
-86.66318147,37.85841945,14249.29383
-86.66313599,36.17132739,253054.8057
-86.6626614,35.58519985,553893.8044
-86.66250212,31.19563745,251880.597
-86.66222597,37.8478714,373478.7361
-86.66211757,34.55063867,251700.2087
-86.66176052,35.5868203,366851.9971
-86.66128899,37.84611116,253656.3894
-86.66121026,37.86544399,740413.5091
-86.66060194,31.19489386,742045.6143
-86.66037742,31.19956531,306140.1346
-86.66030906,33.9449849,438702.588
-86.65936886,35.14047969,132886.7247
-86.65931973,35.1387212,123123.8732
-86.65919633,36.2465152,301054.8225
-86.65902949,37.84313031,8369.266664
-86.65879938,36.17133314,301446.5802
-86.65843117,35.135202,189339.9541
-86.65820687,37.87219511,129294.5651
-86.65708498,36.29666952,181317.6917
-86.65681032,36.24339802,103439.7586
-86.65664296,37.22588043,122137.3497
-86.65605146,35.14622456,539904.5085
-86.65587109,32.3758579,114384.0621
-86.65566426,36.17374937,612408.2761
-86.65564322,37.87718988,66324.6103
-86.65537441,35.57794799,176041.8797
-86.65511281,36.295786,66504.96022
-86.65472309,36.17536948,13209.19823
-86.65429917,36.1771263,7255.950856
-86.65415843,36.24055049,421425.4258
-86.65409606,32.39141461,5058.251561
-86.65402468,36.19511165,606526.1666
-86.65398684,37.83990694,116731.8161
-86.65390956,35.14649671,366342.9727
-86.65362281,34.54900708,306876.6955
-86.65346432,32.38978906,371049.3861
-86.6532774,37.88218518,422193.0275
-86.65283505,36.1823962,176936.4621
-86.65242477,36.29274516,421278.1681
-86.65215058,32.39800734,262186.5168
-86.65213244,33.93749439,305992.3231
-86.65193231,35.14677057,434349.4755
-86.65177347,37.83930426,66577.83754
-86.65149878,34.54869442,251614.0608
-86.65121989,35.57902704,239288.4324
-86.65058953,32.39913969,68796.53844
-86.65007866,36.19703403,537240.0486
-86.64988257,37.22522708,251231.4997
-86.64977764,33.94019339,74079.49848
-86.64956405,37.8906915,441500.1718
-86.64950625,37.90623877,372058.7532
-86.64937449,34.54844614,306833.5763
-86.64911934,35.14991847,193662.4445
-86.64908214,36.28813752,306100.2951
-86.64899049,32.40018531,78644.89225
-86.64873611,35.58166166,426890.4274
-86.64859423,36.23498973,68621.66708
-86.64850556,36.19809777,185877.5334
-86.64841676,37.90474838,9857.255718
-86.64793515,36.2866466,406.6807241
-86.64741693,37.90109512,260653.7493
-86.64732243,33.94516484,6952.430388
-86.64717378,37.83864066,249572.588
-86.64655279,36.18710329,172919.009
-86.64644463,36.28528988,554333.4793
-86.64622779,31.2074637,126100.8151
-86.64614386,35.15251217,304612.7673
-86.64563977,33.94383422,230691.0248
-86.64548822,37.22483542,303340.819
-86.64539783,31.21888975,110928.381
-86.64523226,36.22835338,554537.2485
-86.64515839,36.20035982,186966.6745
-86.6449588,34.54881085,251377.4437
-86.64471588,33.94220815,366235.1464
-86.64461617,37.8387421,254312.804
-86.64452746,36.22672849,183860.2869
-86.64438407,36.18710459,120926.0839
-86.64415433,35.14043597,116692.8456
-86.64408444,35.13883972,120730.1793
-86.64392185,36.22496866,118333.5153
-86.64364999,36.20184291,75335.68498
-86.64275886,35.54821978,252267.0815
-86.64265458,33.93569953,74763.18147
-86.64258139,36.21982579,133811.562
-86.6424207,35.13774374,556912.0805
-86.6422552,31.21702234,120261.4971
-86.64206329,36.21806621,371081.1982
-86.64119141,34.55048621,118238.3152
-86.64102365,35.15591821,239148.9931
-86.64100756,32.40218408,2148.046183
-86.64061441,35.13662207,131198.6436
-86.6400948,31.22361201,119060.8221
-86.63975916,36.20615874,550790.1633
-86.63975142,36.17142159,6879.646776
-86.63948029,36.26795938,11920.7824
-86.63942225,36.27850731,195.5675251
-86.63907777,36.26971618,195.8589527
-86.63895633,36.27674789,79035.50091
-86.63890095,35.55973145,563645.4577
-86.63882517,31.21345776,47204.72495
-86.63880736,35.13568613,485894.7132
-86.6384865,35.57830426,45982.04121
-86.63845373,35.54874794,77163.43204
-86.6383476,36.271472,80845.0415
-86.63833138,36.27498799,191304.1425
-86.63791086,34.55296551,1761.503495
-86.63780163,36.2591642,181859.9553
-86.63771325,36.18663381,107227.382
-86.63721482,37.22239976,250243.559
-86.63689634,33.93866795,232392.9927
-86.63683553,35.13478754,182434.9771
-86.63666905,35.57750174,46081.35244
-86.63630236,35.54874147,66827.49747
-86.63608578,36.17782062,481444.6229
-86.63580825,31.22387062,8693.148619
-86.63566829,36.25591214,667677.302
-86.63518931,37.22169044,75666.39451
-86.63485393,35.57619247,184967.6465
-86.63476139,35.5601054,484856.4014
-86.63464011,31.22067323,181652.9782
-86.63435236,37.19191441,302897.6326
-86.63429749,33.94163651,361625.2678
-86.63396379,33.94339421,68729.37305
-86.63370966,34.55904015,249626.717
-86.63360207,36.18581891,65334.77599
-86.6334925,35.14594974,248743.9903
-86.63333615,33.95132385,115159.9588
-86.63324899,36.18044452,248341.4128
-86.63322967,36.18220251,114257.5872
-86.63296208,35.15405585,552308.9855
-86.63279197,31.22074917,66056.77114
-86.63274329,34.56066049,550712.9119
-86.63229579,36.1678648,110007.7811
-86.63199897,35.54887268,113454.4193
-86.63168315,37.18703853,185965.1898
-86.63164976,37.21941876,104121.091
-86.63148928,36.25170713,230811.5509
-86.63135147,35.14601281,103940.274
-86.63111646,37.18541423,949.691288
-86.63081892,35.15454399,663955.743
-86.63074358,31.22102559,112651.7646
-86.63064766,36.16650738,665009.1796
-86.63058591,37.19487737,114942.264
-86.63041788,35.13396818,183341.0697
-86.6303154,35.54790405,63490.1763
-86.630223,34.56362883,480901.2323
-86.6300778,31.22791454,371527.6527
-86.62984167,31.22615441,480706.1394
-86.62965046,35.54615151,376.5362406
-86.62946308,31.22953688,180.7621833
-86.62938213,35.5445277,549417.4753
-86.62924038,36.16501545,481279.0686
-86.62890577,31.22114405,418792.7776
-86.62888211,32.40295313,437884.2822
-86.62867721,35.15470749,533499.516
-86.62855497,37.1954389,133611.5328
-86.62845246,33.95446016,229448.8042
-86.62827606,35.13427466,176848.7329
-86.62820601,35.54311209,124128.8056
-86.62790749,36.24933759,43943.02117
-86.627797,35.14836702,75697.54182
-86.6277803,35.56933811,113010.7691
-86.62764622,36.16355538,111671.5869
-86.62746674,34.56617977,549240.6146
-86.62716096,31.22966557,110941.4504
-86.62710882,35.56277921,303452.4972
-86.62682401,33.95561326,571.9359771
-86.62657235,35.56791698,100184.5486
-86.62643416,33.05564426,391.5334981
-86.62633328,35.56439979,462870.0928
-86.62622928,37.21365803,2680.022043
-86.62609512,35.54032485,294579.0622
-86.6259437,34.5674214,78837.31124
-86.62590787,36.24852923,65016.50945
-86.62585936,35.15147197,79033.15397
-86.62575816,35.53856557,180.5398334
-86.62544571,35.15309378,44597.42705
-86.62446132,35.1379419,227545.0354
-86.62432102,37.19715626,435272.1503
-86.62425965,31.22784353,229036.1056
-86.62416314,35.13969933,371924.8126
-86.62410565,34.56888569,113776.009
-86.62381897,36.16176193,290245.7159
-86.6233434,37.17619539,69901.08069
-86.62313276,35.53383271,290099.311
-86.62246444,34.57020086,183350.6687
-86.62237377,37.18089226,364655.6344
-86.62207679,37.84594317,113563.8392
-86.62198942,36.1607356,605547.5676
-86.62185016,32.4062417,113411.4497
-86.62148994,35.14194787,172807.7127
-86.62129112,33.9585927,43535.60122
-86.62115099,35.53303304,244983.5873
-86.6203175,36.15930764,182238.308
-86.61998093,37.17010013,9732.069004
-86.61957229,36.2467319,457846.9775
-86.61941295,33.05720957,122995.6294
-86.61934977,35.14184842,275592.8895
-86.61908578,35.53289129,131444.1494
-86.61898554,33.96107094,179769.0266
-86.61855218,37.14777654,432693.8571
-86.61848584,37.84800821,2335.174722
-86.61837919,37.16875368,364461.7514
-86.61818221,34.57400757,530310.792
-86.6180275,32.40491257,65192.47554
-86.61774853,33.98837627,130078.2804
-86.61768376,31.23640484,172082.4568
-86.61765971,35.53421221,432630.3129
-86.61750694,35.12277129,45019.65655
-86.61748507,35.12979561,125076.0874
-86.61740381,36.24634376,228568.5152
-86.61678636,37.18305212,427772.0058
-86.61660377,32.40362003,1721.01118
-86.61652653,37.16759209,606180.9241
-86.61643469,37.84901101,533383.3769
-86.6162882,32.37614961,302571.9041
-86.6159429,35.13097379,75376.87208
-86.61553716,33.05326847,1080.703751
-86.61543626,35.14068187,102982.9723
-86.61538997,33.97837602,129794.5244
-86.61531827,33.97472315,252437.8526
-86.61523488,36.24605346,587.5507287
-86.61468328,33.96944512,123223.0445
-86.6142298,35.13912708,177697.7585
-86.61421729,32.37316629,227224.5838
-86.61372471,37.18031091,531915.2598
-86.61368252,37.15142051,533067.85
-86.61357195,32.39170284,529460.1306
-86.61353874,32.39522099,531401.9777
-86.61332782,37.16534619,530814.6531
-86.61329815,37.16358834,288107.1915
-86.61311066,34.5772471,1174.139977
-86.61302368,37.15304091,106911.0739
-86.61285587,35.53764122,226349.0172
-86.61270333,35.1197224,68877.96987
-86.61254952,36.15637972,115061.4427
-86.61247557,36.15333219,547083.7391
-86.61223253,31.24186536,112028.8885
-86.61177446,35.14696417,545630.136
-86.61155777,36.14332184,109935.8928
-86.61125497,36.13453058,782.9670838
-86.61117009,36.13628836,587.07149
-86.6111194,36.13980431,66556.79579
-86.61086657,35.53840123,113470.8399
-86.61081646,35.12048307,78711.42744
-86.61073011,36.24547477,114253.5213
-86.61071787,36.14683522,12546.21601
-86.61069843,36.13277071,180.6251293
-86.61064315,36.1484578,180.8589922
-86.61012854,36.13114604,114272.5152
-86.60975157,35.12193502,238579.3659
-86.60898702,33.98796093,46423.53626
-86.6088782,35.53896284,126414.3528
-86.60884388,35.12355519,257576.3573
-86.60874226,37.85280004,180.2890515
-86.60774958,35.12517475,74426.2103
-86.60764361,37.18422107,2755.225875
-86.60725098,35.14992525,355492.2355
-86.60670462,33.9907946,434451.5696
-86.60643464,31.24719825,126444.2946
-86.60628272,35.12665783,543023.8521
-86.60615709,36.1252422,431680.8553
-86.60581879,31.24882046,65481.62736
-86.60554522,35.53701342,434126.8044
-86.60548527,35.14863006,258037.7117
-86.60532042,37.85499502,233103.6329
-86.6051244,33.05463408,364546.523
-86.6049194,34.58023287,455132.7965
-86.60466929,37.14314285,171877.8244
-86.60449523,36.12423057,223397.726
-86.60439202,35.13633611,192818.5739
-86.60364902,37.85634137,127010.7743
-86.60356503,33.99538413,303570.9848
-86.60306176,35.12932929,236858.5251
-86.60283396,36.12311073,223424.2456
-86.60228382,37.13637425,542125.1477
-86.60210391,31.25313995,223288.1422
-86.60173634,35.13055192,477545.8155
-86.60157755,35.54298738,362.7543492
-86.60141863,35.13381058,182708.7839
-86.60123286,37.1842808,44519.2691
-86.60029963,35.53373215,226948.8947
-86.60006587,35.14557352,178089.1565
-86.59995242,37.13352694,302242.8255
-86.59979252,37.86065459,177119.8193
-86.59959451,35.54243981,75331.1663
-86.59903773,37.18394631,477223.8023
-86.5989432,31.25548507,289690.0305
-86.59869786,34.58162839,735452.5817
-86.59863173,37.8621378,283926.3023
-86.59855451,37.13217009,259281.2163
-86.59815236,35.53298566,348481.3249
-86.59770972,34.00172341,264021.5155
-86.59748892,37.90472043,171474.175
-86.59741664,35.54209509,434300.0381
-86.5973555,34.00335466,44427.94535
-86.59712547,35.14299389,348152.2235
-86.59695384,37.13084499,306035.4809
-86.5967629,37.89214481,176523.2644
-86.59660249,35.54511678,1790.84007
-86.59650448,37.90823213,260879.6314
-86.59615659,37.88862766,264444.2211
-86.59596972,35.53270014,261317.5104
-86.59591615,35.54118326,262066.0819
-86.59584127,37.88686904,44492.5853
-86.59572551,35.14150139,1791.030584
-86.59561731,37.87078001,233468.2411
-86.59553178,33.0442301,391.2527825
-86.59549577,37.87429468,538284.7505
-86.59539797,37.87970216,195.5806398
-86.5953156,37.8760516,614274.6006
-86.59523866,32.36160478,260701.7271
-86.59517933,35.53413885,353572.9903
-86.59514995,35.53779046,177645.4756
-86.59493214,37.12994801,782.7052896
-86.59461816,35.54482159,221505.0266
-86.59416465,35.1401436,171446.8648
-86.59363478,34.00469525,308669.2348
-86.59356634,37.91295383,347826.8492
-86.59290936,37.1292627,81195.33775
-86.59279835,37.18356704,653406.0951
-86.5926236,31.25964273,289563.2577
-86.59231566,34.58238794,306119.8794
-86.59225174,34.00955182,370938.5988
-86.5920216,37.91457082,194.5422727
-86.59163227,34.01129941,185568.0933
-86.59135308,36.24759191,346584.2238
-86.59002938,37.12470423,356860.3462
-86.58991991,33.04187554,6030.608326
-86.58964669,37.17887785,279453.9664
-86.58915245,35.55224175,6194.576932
-86.58897916,37.12323128,354958.0328
-86.58890754,32.36361407,174703.1933
-86.58834982,35.55385297,183406.2234
-86.58824311,34.01117267,279688.3751
-86.58767316,33.04138104,346364.4511
-86.58686624,37.12260324,108874.0225
-86.58660036,34.01940855,111795.1826
-86.58628538,36.11833462,179.5703437
-86.58622428,34.02102165,118052.7798
-86.58554644,37.17881594,345.7038839
-86.58532523,34.01791615,118201.562
-86.58527488,36.1169981,345542.7953
-86.58484346,37.1219657,200576.5029
-86.58467129,37.91879924,174506.5134
-86.58463999,35.55435419,434977.4932
-86.58453842,34.01134781,62256.7653
-86.58425298,36.11361367,565.0610494
-86.58406964,34.01642381,342424.209
-86.58351426,33.03757873,391.8167164
-86.58336118,34.01290408,454539.6449
-86.58317505,37.12075916,233474.1805
-86.58308831,36.11022873,174505.5086
-86.5830375,35.55315667,195.9506558
-86.58246114,36.10846849,280200.2856
-86.58225762,33.03608619,15982.40561
-86.58198003,36.25204022,341821.6136
-86.58175147,36.10670795,95771.92547
-86.58151921,37.11237013,111754.5771
-86.58136005,37.1106118,7751.531507
-86.58113536,37.18200301,8142.899218
-86.58102909,37.18376038,461689.6598
-86.58086822,33.0345932,120259.2906
-86.58044663,36.10345773,109837.0745
-86.5802334,34.02127191,16668.54816
-86.58013728,36.25319316,170427.8162
-86.57935491,35.55224403,124646.1305
-86.57921483,35.13348304,61179.90817
-86.57904437,36.10182998,219340.2299
-86.57844871,37.10384084,341738.0115
-86.57817571,33.03195924,111709.8015
-86.57813913,36.10033921,544062.1679
-86.57801256,37.91933049,538529.2789
-86.57745375,31.26267051,263437.5896
-86.57736579,35.55284118,369304.6857
-86.57711649,34.58017577,46663.25482
-86.57693356,35.13365995,279744.6203
-86.57675412,37.09315296,124808.9872
-86.57628823,36.25483303,525187.3362
-86.57605544,32.37533643,92202.79013
-86.57594207,37.083101,414335.0904
-86.57554225,36.09735485,278725.7136
-86.57532203,34.57927676,537900.3288
-86.57479487,31.26533608,61853.16473
-86.57469766,34.02364287,537734.2785
-86.57439941,36.0958632,248423.2625
-86.57412489,36.2552568,414180.0036
-86.57398297,32.37523794,103313.017
-86.57386147,37.18332918,352348.1723
-86.57353995,35.54042095,351881.4588
-86.57312278,34.02233871,79686.54761
-86.57280756,36.25625411,170166.923
-86.57266135,35.5509672,78708.29492
-86.57258557,35.5492087,391.552119
-86.57240578,35.54744984,169173.3407
